geometry,amenity,name,addr:housenumber,addr:street,check_date,name:en,wheelchair,wikidata,wikipedia,education,addr:city,addr:postcode,addr:suburb,wikimedia_commons,school,sport,name:pt,network,old_name,training,website,phone,description,addr:country,addr:district,addr:state,email,short_name,building,operator,addr:subdistrict,contact:facebook,contact:instagram,contact:youtube,contact:phone,addr:place,contact:website,internet_access,internet_access:fee,operator:type,operator:wikidata,ref,source,office,religion,addr:housename,entrance,level,opening_hours,note,internet_access:ssid,alt_name,alt_name_1,contact:email,contact:flickr,brand,brand:wikidata,denomination,capacity,official_name,start_date,mobile,grades,language:ja,language:pt,ele,fee,image,polling_station,female_owner,lgbtq,reservation,operator:short,contact:twitter,barrier,name:etymology:wikidata,name:de,contact:fax,building:architect,building:levels,building:material,colour,height,name:es,roof:colour,name:etymology,ref:INEP,loc_name,operator:wikipedia,isced:level,min_age,network:wikidata,museum,tourism,landuse,fax,material,wall,contact:whatsapp,wikipedia:pt,building:levels:underground,contact:linkedin,toilets:wheelchair,not:operator:wikidata,layer,contact:mobile,phone:BR,nohousenumber,healthcare,ref:CNES,ref:vatin,historic,contact:foursquare,contact:spotify,shortest_name,fence_type,preschool,mapillary,access,addr:unit,leisure,fixme,roof:height,roof:shape,branch,building:prefabricated,smoking,source:geometry,addr:street:name,brunch,residential,dance:teaching,addr:floor,construction,barrier:colour,wall:colour,school:level,ref:CIE,esperanto,language:eo,operator:short_name,type,payment:account_cards,payment:american_express,payment:cards,payment:cash,payment:cheque,payment:contactless,payment:credit_cards,payment:cryptocurrencies,payment:debit_cards,payment:diners_club,payment:discover_card,payment:dkv,payment:electronic_purses,payment:girocard,payment:maestro,payment:mastercard,payment:pikepass,payment:uta,payment:visa,payment:visa_debit,payment:visa_electron,area,surface,related_law,access:conditional,geometry_std,tipo_escola
"POLYGON ((-46.437464 -23.5498759, -46.4373956 -23.549855, -46.4374149 -23.5497955, -46.43712 -23.5497102, -46.4371025 -23.5497633, -46.4369954 -23.549736, -46.4370393 -23.5496024, -46.4370939 -23.5496238, -46.4375966 -23.5497791, -46.437617 -23.5497851, -46.4380837 -23.5499221, -46.438017 -23.5501094, -46.4378659 -23.5505339, -46.437915 -23.5505468, -46.4378887 -23.5506513, -46.4377904 -23.550661, -46.4377202 -23.5506707, -46.4376378 -23.5506835, -46.4374324 -23.5507318, -46.4370952 -23.5508569, -46.4374314 -23.5499626, -46.437464 -23.5498759))",school,E.E Luiz Vaz de Camões,132,Rua João Pedro Luna,,,,,,,São Paulo,08253-495,Conj. Res. José Bonifácio,,,,,,,,,,,,,,,Escola Estadual Luiz Vaz de Camões,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.4375844413813 -23.550251200682283),privada
"POLYGON ((-46.4372761 -23.525536, -46.4381595 -23.5258117, -46.4381893 -23.525813, -46.4382161 -23.5257909, -46.4383154 -23.5249247, -46.438361 -23.5244744, -46.4383459 -23.5244562, -46.4383228 -23.5244372, -46.4374225 -23.5243515, -46.4373968 -23.5243718, -46.4372761 -23.525536))",school,Escola Social Marista Irmão Lourenço,559,Rua Chá dos Jesuítas,,,,,,,,,,,,,,,,,https://maristaescolassociais.org.br/escola/marista-escola-social-ir-lourenco/,+55 11 2052 5003,,,,,,,,Escolas Sociais Marista,,,,,,,,,,religious,,,,,christian,,,,,,,,,,,,,roman_catholic,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.43782610327505 -23.525040327051794),privada
"POLYGON ((-46.4404296 -23.5443679, -46.4410262 -23.5435541, -46.4414058 -23.5437808, -46.4408667 -23.544514, -46.4406247 -23.5444331, -46.4404296 -23.5443679))",school,EMEI Professora Aparecida Maria Mendonça,150,Rua Isidoro de Lara,,,,,,,São Paulo,08253-250,Conjunto Residencial José Bonifácio,,,,,,,,,+55 11 20791441;+55 11 2286-3885,,,,,,Escola Municipal de Educação Infantil Professora Aparecida Maria Mendonça,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.44092870104177 -23.544052392943858),publica
"POLYGON ((-46.5379719 -23.5338487, -46.5378468 -23.5344395, -46.5377614 -23.5344231, -46.537383 -23.5343467, -46.5373742 -23.5343449, -46.5373544 -23.5344286, -46.5368812 -23.5343426, -46.5370293 -23.5336823, -46.5370861 -23.5336555, -46.5371833 -23.5336743, -46.5379523 -23.5338228, -46.5379719 -23.5338487))",school,E.E Professora Marisa de Mello,1400,Rua Doutor Luis Carlos,,,,,,,São Paulo,03505-000,Vila Aricanduva,,,,,,,,,+55 11 2293 2177,,,,,,Escola Estadual Professora Marisa de Mello,,Secretaria da Educação do Estado de São Paulo,,,,,,,,,,government,Q10369245,,,,none,,,,,,,,,,,,,,,Escola Estadual Professora Marisa de Mello,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.53742023651026 -23.53406246351764),privada
"POLYGON ((-46.4397623 -23.5186139, -46.4393695 -23.5185725, -46.4393768 -23.5188968, -46.4393878 -23.5194542, -46.4399433 -23.5195087, -46.4399609 -23.5195026, -46.4399675 -23.5194845, -46.4399969 -23.5191906, -46.4397013 -23.519033, -46.4397135 -23.5188961, -46.4398948 -23.5188528, -46.4400244 -23.5189164, -46.4398483 -23.5186244, -46.4397623 -23.5186139))",school,EMEF Padre José de Anchieta,13,Avenida Inajá Guaçú,,,,,,,São paulo,08041-410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.439646862522224 -23.51905770592652),publica
"POLYGON ((-46.4393768 -23.5188968, -46.4393878 -23.5194542, -46.4393175 -23.5194473, -46.4390031 -23.5194165, -46.4389799 -23.5194099, -46.4389754 -23.5193877, -46.4390099 -23.5190258, -46.4390238 -23.5188801, -46.4393768 -23.5188968))",school,EMEI Dilson Funaro,489,Rua Albertina Medeiros,,,,,,,São paulo,08241-250,Vila Danubio Azul,,,,,,,,,,,,,,,Escola Municipal de Ensino Infantil Dilson Funaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.43919134390737 -23.51916847753798),publica
"POLYGON ((-46.474476 -23.5577009, -46.474745 -23.5577524, -46.4751423 -23.5571675, -46.4751772 -23.5571161, -46.4751809 -23.5570828, -46.4742079 -23.5571524, -46.474476 -23.5577009))",school,EMEI José Duarte,97,Rua Dias Coelho,,,,,,,São Paulo,08280-360,Cidade Líder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.474675369090164 -23.557364937148265),publica
"POLYGON ((-46.474745 -23.5577524, -46.4744939 -23.5581221, -46.4744201 -23.5581541, -46.4743145 -23.5581687, -46.473841 -23.5581285, -46.4735369 -23.5580774, -46.473509 -23.5580527, -46.4734961 -23.5580125, -46.473503 -23.5579339, -46.4735609 -23.5577594, -46.4737104 -23.5574953, -46.473844 -23.5573244, -46.4739706 -23.557213, -46.4740643 -23.5571627, -46.4742079 -23.5571524, -46.474476 -23.5577009, -46.474745 -23.5577524))",school,E.E  Professor Acânio de Azevedo Castilho,2168,Avenida Líder,,,,,,,São Paulo,08280-000,,,,,,,,,,,,,,,,Escola Estadual  Professor Acânio de Azevedo Castilho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.47407339136813 -23.557745695291842),privada
"POLYGON ((-46.4966633 -23.5623975, -46.4964549 -23.5623311, -46.4963609 -23.5622927, -46.496233 -23.5621972, -46.4960473 -23.5623726, -46.4960518 -23.5625542, -46.4960416 -23.5626046, -46.496011 -23.5627556, -46.4960065 -23.5628999, -46.4960269 -23.5629674, -46.496071 -23.5629985, -46.4961084 -23.5629861, -46.4963247 -23.5628345, -46.4966078 -23.5626373, -46.4966633 -23.5623975))",school,EMEI Jardim Marília,20,Rua Quintino da Cunha,,,,,,,São Paulo,03579-160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.49628537741567 -23.56258024438808),publica
"POLYGON ((-46.4956106 -23.5617338, -46.496115 -23.5616113, -46.4963044 -23.5617886, -46.4966931 -23.5619896, -46.4967948 -23.5620115, -46.496725 -23.562282, -46.4962406 -23.5621596, -46.4959415 -23.562081, -46.4958299 -23.5619238, -46.4957837 -23.561867, -46.4957481 -23.5618233, -46.4956106 -23.5617338))",school,EMEF Francisco Alves Mendes Filho,22,Rua Quintino da Cunha,,,,,,,São Paulo,03579-160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.49623318903015 -23.561947999648215),publica
"POLYGON ((-46.7031213 -23.4469365, -46.7032222 -23.4470634, -46.7031009 -23.4471632, -46.7030138 -23.4472454, -46.7029093 -23.4473711, -46.7028086 -23.447523, -46.7027222 -23.4476994, -46.7026961 -23.4477619, -46.7026839 -23.4477853, -46.7026509 -23.4478039, -46.7026127 -23.4477966, -46.702562 -23.4477581, -46.702538 -23.4477236, -46.7025348 -23.4477182, -46.7024759 -23.4476223, -46.7024285 -23.4474851, -46.7024146 -23.4473073, -46.7024239 -23.44716, -46.7024542 -23.4470498, -46.7024763 -23.4469724, -46.7025066 -23.4468957, -46.7025299 -23.4468314, -46.7026259 -23.4469117, -46.7028501 -23.4467383, -46.7029063 -23.446687, -46.7031213 -23.4469365))",school,Escola Estadual Professora Maria Helena Gonçalves de Arruda,4678,Avenida Deputado Cantídio Sampaio,2023-09-07,,,,,,São Paulo,02860-001,Vila Souza,,,,,,,,,+55 11 3972 4746,,,,,e269359a@educacao.sp.gov.br,E.E Professora Maria Helena Gonçalves de Arruda,,Secretaria Estadual de Educação do Estado de São Paulo,,,,,,,,,,government,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.70274307019626 -23.447205515984834),publica
"POLYGON ((-46.7041991 -23.4460707, -46.7042834 -23.4461079, -46.7043429 -23.4461578, -46.7044011 -23.4462372, -46.7044149 -23.4462919, -46.7037949 -23.446692, -46.7036268 -23.4464716, -46.7037701 -23.4463651, -46.7036814 -23.446174, -46.7041991 -23.4460707))",school,Escola Municipal de Ensino Fundamental Jardim Damasceno I,4798,Avenida Deputado Cantídio Sampaio,2023-09-07,,,,,,,,,,,,,,,,,,,,,,,EMEF Jardim Damasceno I,,Secretaria da Educação,,,,,,,,wlan,students,government,,,,,none,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.70399714834637 -23.446337502568984),publica
"POLYGON ((-46.6134409 -23.6332951, -46.6131146 -23.6339101, -46.6130816 -23.6339153, -46.612613 -23.6337679, -46.6128056 -23.6333623, -46.6126072 -23.6332793, -46.6127337 -23.6330304, -46.6134409 -23.6332951))",school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.612988154855664 -23.63347462958202),privada
"POLYGON ((-46.5928817 -23.4921108, -46.5934408 -23.4917727, -46.5938811 -23.492203, -46.5939405 -23.492312, -46.5936713 -23.4924816, -46.5935205 -23.4925799, -46.5934826 -23.4926025, -46.5933205 -23.4927015, -46.5928817 -23.4921108))",school,Cei Vila Medeiros,303,Rua Simão Pedroso,,,,,,,São Paulo,02202-030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.59340753362012 -23.492227791054738),privada
"POLYGON ((-46.6291351 -23.5545599, -46.6291129 -23.5545624, -46.6286309 -23.554763, -46.6286208 -23.5547771, -46.6286209 -23.5547959, -46.6287429 -23.5550309, -46.6287581 -23.5550437, -46.6287806 -23.5550397, -46.6292472 -23.5548395, -46.6292571 -23.5548278, -46.6292553 -23.5548112, -46.6291959 -23.5546808, -46.6291507 -23.5545816, -46.629144 -23.5545669, -46.6291351 -23.5545599))",school,EMEF Duque de Caxias,35,Praça Doutor Mário Margarido,,,,,,,São Paulo,01514-020,Liberdade,,,,,,,,,+55 11 3209 8283;+55 11 3277 6112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Escola Municipal de Ensino Fundamental Duque de Caxias,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.628940093154554 -23.554801611539805),publica
"POLYGON ((-46.6622518 -23.4786089, -46.6623582 -23.4786629, -46.6624327 -23.4787034, -46.6623063 -23.4789201, -46.6622379 -23.4788597, -46.6621462 -23.4787796, -46.6622518 -23.4786089))",school,Vip Colegio,3830,Avenida Imirim,,,,,,,São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.662287333369285 -23.47875525130668),privada
"POLYGON ((-46.6073251 -23.6331438, -46.6073036 -23.6336254, -46.6069657 -23.6336574, -46.6068208 -23.6336893, -46.6066841 -23.633822, -46.6063783 -23.6341636, -46.6061101 -23.6336377, -46.6063917 -23.6333993, -46.6067994 -23.6332077, -46.6073251 -23.6331438))",school,Escola SESI-SP de Vila das Mercês,138,Rua Júlio Felipe Guedes,,,,,,,,,Jardim Botucatu,,,,,,,,,+55 11 2083 4700,,,,,,,,Serviço Social da Indústria,,,,,+55 11 2083 4702,,,,,ngo,Q6027748,CE 402,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.6067210890601 -23.633560430258754),privada
"POLYGON ((-46.6260037 -23.6021551, -46.6261256 -23.6028385, -46.6261232 -23.602866, -46.6260936 -23.6028877, -46.6260565 -23.6028912, -46.6257122 -23.6029112, -46.6256876 -23.6029045, -46.6256751 -23.6028897, -46.6253616 -23.6022379, -46.625421 -23.6022328, -46.6260037 -23.6021551))",school,Diretoria de Ensino Região Centro Sul,95,Rua Dom Antônio Galvão,,,,,,,São Paulo,,Vila Gumercindo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.6257915075179 -23.60252565840021),privada
"POLYGON ((-46.6350792 -23.5932768, -46.6345498 -23.5932409, -46.634441 -23.5932422, -46.6342342 -23.5933242, -46.6339662 -23.5934471, -46.634069 -23.5937118, -46.6340627 -23.5938159, -46.6345009 -23.5938432, -46.6345693 -23.593848, -46.6345569 -23.5940493, -46.6350124 -23.5940813, -46.6350792 -23.5932768))",university,Anhanguera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Essa propriedade não é inteiramente usada pela universidade Anhanguera, verificar se é propriedade deles ou não. Uma igreja mórmon opera ao lado.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.6346003147153 -23.59361468445392),privada
"POLYGON ((-46.6346206 -23.5955934, -46.6341389 -23.595564, -46.6337451 -23.5955594, -46.6337198 -23.5955452, -46.6337201 -23.5955258, -46.6337398 -23.5951446, -46.6341821 -23.5951574, -46.6346518 -23.5951763, -46.6346206 -23.5955934))",school,E.E Lazar Segall,211,Rua Doutor Tirso Martins,,,,,,,São Paulo,04120-050,Vila Mariana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Escola Estadual Lazar Cegall,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.63418379194683 -23.59536451899426),privada
"POLYGON ((-46.6261969 -23.5060273, -46.6258052 -23.5060223, -46.6258038 -23.5062503, -46.6261643 -23.5062551, -46.6261886 -23.5062333, -46.6261969 -23.5060273))",school,Escola de Funileiros,1608,Rua Voluntários da Pátria,,,,,,,São Paulo,02010-400,Santana,,,,,,,,,+55 11 99326-0100,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.62599790776425 -23.506138125339003),privada
"POLYGON ((-46.7249144 -23.4844997, -46.7247174 -23.4847304, -46.7245776 -23.4846299, -46.7245345 -23.4846804, -46.7245127 -23.4846648, -46.7241641 -23.4844143, -46.7240362 -23.4843224, -46.7242763 -23.4840413, -46.7249144 -23.4844997))",school,Escola Técnica Professora Doutora Doroti Quiomi Kanashiro Toyohara,180,Rua Ambrosia do Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,Centro Paula Souza,,,,,,,,,,government,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.72446913444711 -23.484399024039515),privada
"POLYGON ((-46.6598874 -23.5423019, -46.6599214 -23.542343, -46.6598306 -23.5424068, -46.6597698 -23.5424495, -46.6597012 -23.5423689, -46.6596105 -23.5422623, -46.6594311 -23.5420517, -46.6604335 -23.5413621, -46.6610859 -23.5409133, -46.6613079 -23.5411931, -46.661346 -23.541241, -46.6613595 -23.5412576, -46.6614357 -23.5412055, -46.6616244 -23.541448, -46.6605824 -23.5421862, -46.6603823 -23.5423325, -46.6603226 -23.5423762, -46.6602907 -23.5423357, -46.6601249 -23.5421351, -46.6598874 -23.5423019))",school,Colégio Sion,983,Avenida Higienópolis,,,,Q17126299,,,São Paulo,,Higienópolis,,,,,,,,https://www.colegiosion.com.br/,,,,,,,,,,,,,,,,,,,,,,,,christian,,,,,,,,,,,,,,,Colégio nossa Senhora de Sion,,,0-12,,,,,,,,,,,,fence,,,,,,,,12.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.66055877911051 -23.541713123741648),privada
"POLYGON ((-46.6568106 -23.5363845, -46.6569542 -23.5368271, -46.6571773 -23.5367579, -46.6570439 -23.5363194, -46.6568106 -23.5363845))",school,Red House,773,Rua Doutor Albuquerque Lins,,,,,,,São Paulo,01230-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.656995806886556 -23.5365709953589),privada
"POLYGON ((-46.657808 -23.4796666, -46.6577017 -23.4796935, -46.6577087 -23.4797219, -46.6577497 -23.4798629, -46.6577617 -23.4799088, -46.6578725 -23.4798813, -46.657808 -23.4796666))",school,Colegio Gouveia,3296,Avenida Imirim,,,,,,,São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.65778613456567 -23.47978804799909),privada
"POLYGON ((-46.6368778 -23.6345526, -46.6365077 -23.6345846, -46.6364433 -23.6340882, -46.6366954 -23.6338499, -46.6368778 -23.6345526))",school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.636643565092164 -23.634275519659685),privada
"POLYGON ((-46.7447179 -23.5444761, -46.7444832 -23.5444504, -46.7444459 -23.5446527, -46.7446794 -23.5446763, -46.7447179 -23.5444761))",school,CEI Anjo Feliz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.74458143350991 -23.544563743169665),privada
"POLYGON ((-46.7447606 -23.5468694, -46.7445686 -23.5467661, -46.744516 -23.5468625, -46.7447048 -23.5469619, -46.7447606 -23.5468694))",school,Escola Casa Maria Marta,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.74463731614663 -23.546864652336104),privada
"POLYGON ((-46.7446627 -23.5409421, -46.7446005 -23.5409185, -46.7445211 -23.5409943, -46.7446123 -23.5410376, -46.7446627 -23.5409421))",school,,163,,,,,,,,,,,,,,,,,,,,,,,,,,house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.74459721748346 -23.540976369967254),privada
"POLYGON ((-46.7471215 -23.545933, -46.7469252 -23.5458474, -46.7468179 -23.5460736, -46.7469585 -23.5462398, -46.7471215 -23.545933))",school,Creche Anglicana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.74696116249948 -23.546025522066003),privada
"POLYGON ((-46.6599715 -23.5700149, -46.6602683 -23.570315, -46.6605022 -23.5705515, -46.6608707 -23.5702528, -46.6602206 -23.5697249, -46.6601925 -23.5697562, -46.6602079 -23.5697678, -46.6599715 -23.5700149))",school,,1616,Rua Pamplona,,,,,,,São Paulo,01405-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.66040630281646 -23.570145412837096),privada
"POLYGON ((-46.6158232 -23.604197, -46.6158009 -23.604209, -46.6157899 -23.6042198, -46.6157821 -23.6042318, -46.6157808 -23.6042562, -46.6158106 -23.6043033, -46.6158619 -23.6043976, -46.615905 -23.6044942, -46.6160284 -23.6048747, -46.6160425 -23.6048946, -46.6160537 -23.6049029, -46.6160761 -23.6049052, -46.6161263 -23.6048958, -46.6169613 -23.6047172, -46.6169715 -23.6047121, -46.6169798 -23.6047001, -46.6169811 -23.6046927, -46.6168586 -23.6042087, -46.6168429 -23.6041945, -46.6168301 -23.6041916, -46.6158232 -23.604197))",school,Escola Estadual Antônio Alcantara Machado,97,Rua Américo Ribeiro,,,,,,,São Paulo,04130-050,Vila Gumercindo,,,,,,,,,+55 11 5061 4335,,,,,e004777a@educacao.sp.gov.br,EE Antônio Alcantara Machado,,Secretaria da Educação do Estado de São Paulo,,,,,+55 11 5068 1143,,,,,government,Q10369245,INEP-35004777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-46.61638951639876 -23.604502081759364),publica
