geometry,amenity,brand,brand:wikidata,dispensing,drive_through,healthcare,name,wheelchair,addr:city,addr:housenumber,addr:postcode,addr:street,addr:country,addr:state,contact:phone,contact:website,opening_hours,check_date,phone,website,brand:wikipedia,contact:email,mobile,alt_name,operator,cuisine,addr:suburb,smoking,name:pt,payment:cash,payment:credit_cards,payment:debit_cards,old_name,entrance,contact:fax,parking,level,name:en,height,shop,building,description,email,check_date:opening_hours,internet_access,payment:mastercard,payment:visa,toilets:wheelchair,fax,healthcare:speciality,payment:american_express,payment:coins,payment:maestro,payment:visa_debit,payment:visa_electron,payment:elo,emergency,internet_access:fee,organic,check_date:currency:XBT,currency:XBT,payment:apple_pay,payment:cards,payment:contactless,payment:diners_club,payment:discover_card,payment:google_pay,payment:jcb,payment:lightning,payment:lightning_contactless,payment:mastercard_contactless,payment:nfc,payment:onchain,payment:samsung_pay,payment:unionpay,source,delivery,landuse,branch,building:levels,roof:levels,roof:colour,roof:material,mapillary,roof:shape,ref:vatin,atm,layer,note,payment:notes,building:colour,air_conditioning,indoor,room,area,start_date,survey:date,contact:facebook,payment:electronic_purses,wikidata,wikipedia,leisure,contact:instagram,opening_hours:drive_through,opening_date,addr:subdistrict,addr:district,type
"POLYGON ((-46.5207993 -23.5587768, -46.520707 -23.5588307, -46.5208022 -23.5589356, -46.5208814 -23.5588868, -46.5207993 -23.5587768))",pharmacy,,,,,pharmacy,Ultrafarma Popular,,,,,,,,,,Mo-Su 08:00-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7372198 -23.4939945, -46.7371925 -23.4941222, -46.7370932 -23.4941067, -46.7370664 -23.4941025, -46.7370928 -23.4940139, -46.7371219 -23.4939848, -46.7372198 -23.4939945))",pharmacy,Drogaria São Paulo,Q5308184,,,pharmacy,Drogaria São Paulo,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5746902 -23.4909492, -46.5746953 -23.4910257, -46.5745578 -23.4910308, -46.5745553 -23.4909529, -46.5746902 -23.4909492))",pharmacy,Drogaria São Paulo,Q5308184,yes,,pharmacy,Drogaria São Paulo,,São Paulo,65,02138-010,Avenida Milton da Rocha,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6903238 -23.6215109, -46.6902529 -23.621316, -46.6902189 -23.6212282, -46.6900912 -23.6212676, -46.6899869 -23.6212998, -46.6900914 -23.6215817, -46.6901479 -23.6215645, -46.6903238 -23.6215109))",pharmacy,Droga Raia,Q10357101,,,pharmacy,Droga Raia,,São Paulo,8360,,Avenida Morumbi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5300204 -23.5222023, -46.5300609 -23.5219321, -46.53021 -23.5219792, -46.5301746 -23.5222264, -46.5300204 -23.5222023))",pharmacy,Droga Raia,Q10357101,yes,yes,pharmacy,Droga Raia,,São Paulo,1596,,Avenida Amador Bueno da Veiga,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5082933 -23.5691756, -46.5083531 -23.569234, -46.5084128 -23.5692923, -46.5084178 -23.5692969, -46.5083525 -23.5693592, -46.5082255 -23.5692335, -46.5082933 -23.5691756))",pharmacy,,,,,pharmacy,Promofarma,,São Paulo,1771,,Avenida Rio das Pedras,,,,,24/7,,,,,,,,,,Jardim Aricanduva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5148309 -23.5753498, -46.5147607 -23.5752861, -46.514716 -23.575329, -46.5147717 -23.5753797, -46.5148 -23.5753801, -46.5148309 -23.5753498))",pharmacy,,,,,pharmacy,Drogaria Nova Mille,,São Paulo,1231,,Avenida Inconfidência Mineira,,,,,,,,,,,,,,,Vila Antonieta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5197622 -23.5851793, -46.5197385 -23.5851132, -46.5197822 -23.5850967, -46.5198064 -23.5851662, -46.5197622 -23.5851793))",pharmacy,,,yes,,pharmacy,Drogaria Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6404571 -23.5547863, -46.6404451 -23.5548361, -46.6404041 -23.5548258, -46.6404102 -23.5548016, -46.6404167 -23.5547761, -46.6404571 -23.5547863))",pharmacy,,,,no,pharmacy,Drogaria Estrela Popular,,São Paulo,572,01315-000,Rua Santo Amaro,,,,,,,+55 11 3242 2787;+55 11 3104 2887,,,,,,,,Bela Vista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7385299 -23.6325386, -46.7385106 -23.6326379, -46.7384602 -23.6326308, -46.7384719 -23.6325788, -46.7384829 -23.6325301, -46.7385299 -23.6325386))",pharmacy,,,yes,yes,pharmacy,Farmaclinica,,São Paulo,13A,,Rua Alexandre Benois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Farmácia de manipulação Humana e Veterinária,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.4905131 -23.570547, -46.4906263 -23.5705843, -46.4905993 -23.5706586, -46.4906451 -23.5706739, -46.4906851 -23.5705743, -46.4906669 -23.5705338, -46.4906515 -23.5705293, -46.4905664 -23.5705049, -46.4905296 -23.5705092, -46.4905131 -23.570547))",pharmacy,,,,,pharmacy,Droga Leste,,São Paulo,1995,03570-000,Avenida Alziro Zarur,,,,,,,,,,,,,,,Parque Savoy City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.4165835 -23.5361793, -46.4165248 -23.5362082, -46.4165659 -23.5362727, -46.4165941 -23.5362521, -46.4166237 -23.5362305, -46.4165835 -23.5361793))",pharmacy,,,,,pharmacy,Drogaria Farmapopular,,São Paulo,6887,,Avenida Nordestina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.649708 -23.5324235, -46.649718 -23.5324296, -46.6496487 -23.5325232, -46.6496184 -23.5325641, -46.6494274 -23.5324433, -46.6494141 -23.5324208, -46.6494206 -23.5323927, -46.6494816 -23.5323127, -46.6494994 -23.5322894, -46.649708 -23.5324235))",pharmacy,Drogasil,Q5308185,yes,yes,pharmacy,Drogasil,yes,São Paulo,1087,01202-003,Alameda Barão de Limeira,,,,,,,,,,,,,,,Campos Elíseos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6526235 -23.5619875, -46.6525667 -23.561928, -46.6525516 -23.5619285, -46.6524179 -23.5620306, -46.6524472 -23.5620632, -46.6524787 -23.5620983, -46.6525059 -23.5620774, -46.6526235 -23.5619875))",pharmacy,Drogasil,Q5308185,yes,,pharmacy,Drogasil,yes,São Paulo,386,01405-000,Rua Pamplona,,,,,07:00-23:00,,,,,,,,Drogasil,,Jardim Paulista,,,,,,,,,,0,,5,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver,,,flat,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6428605 -23.5840872, -46.6427111 -23.5840334, -46.6426958 -23.5840278, -46.642674 -23.58402, -46.6426629 -23.5841097, -46.642667 -23.5841308, -46.6426757 -23.5841412, -46.6428114 -23.5841951, -46.6428327 -23.5841518, -46.6428378 -23.58414, -46.6428605 -23.5840872))",pharmacy,Drogaria São Paulo,Q5308184,yes,no,pharmacy,Drogaria São Paulo,yes,,484,,Avenida Conselheiro Rodrigues Alves,,,,,"Mo-Su,PH 07:00-23:00",2023-12-31,+55 11 5082-2234; +55 11 5083-2549,,en:Grupo DPSP,,,,,,,,,yes,yes,yes,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6429204 -23.5509888, -46.642905 -23.5510214, -46.6428588 -23.5510029, -46.6428743 -23.5509704, -46.6429204 -23.5509888))",pharmacy,Drogasil,Q5308185,,,pharmacy,Drogasil,yes,São Paulo,459,,Rua Santo Antônio,,,,,Mo-Su 08:00-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6327764 -23.5635078, -46.6327098 -23.5635259, -46.6326741 -23.5635591, -46.6326736 -23.5636651, -46.6327511 -23.5636651, -46.6328263 -23.5636651, -46.632803 -23.5635917, -46.6327878 -23.5635437, -46.6327764 -23.5635078))",pharmacy,Drogasil,Q5308185,,,pharmacy,Drogasil,yes,São Paulo,1186,,Rua Conselheiro Furtado,,,,,,,,,pt:Drogasil,,,,,,,,,,,,,,,,,,5,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.42908 -23.5103654, -46.4290103 -23.5104619, -46.4290596 -23.5104875, -46.4291245 -23.5103953, -46.42908 -23.5103654))",pharmacy,,,,,pharmacy,Nice Farma,,São Paulo,3276B,08032-000,Avenida Nordestina,,,,,Mo-Su 08:00-21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.4295844 -23.5107082, -46.4292989 -23.5106262, -46.4293425 -23.5105601, -46.4295172 -23.5106126, -46.4296107 -23.5106407, -46.4295844 -23.5107082))",pharmacy,Drogaria São Paulo,Q5308184,,,pharmacy,Drogaria São Paulo,,São Paulo,3184,08032-000,Avenida Nordestina,,,,,,,,,,,,,,,Vila Nova Curuça,,,,,,,,,,,,5.5,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.4815471 -23.5507884, -46.4815077 -23.5507568, -46.4814861 -23.5507596, -46.481488 -23.5508169, -46.4813742 -23.5508178, -46.4813722 -23.5509648, -46.4813962 -23.5509796, -46.4815471 -23.5507884))",pharmacy,,,,,pharmacy,Droga Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477918286639060,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6163916 -23.4857666, -46.6162793 -23.4858632, -46.6162356 -23.4858205, -46.6162565 -23.4858004, -46.6162365 -23.4857827, -46.6162506 -23.4857692, -46.6162333 -23.4857539, -46.6162742 -23.4857146, -46.6163208 -23.4857009, -46.6163391 -23.4857179, -46.6163916 -23.4857666))",pharmacy,Droga Raia,Q10357101,,,pharmacy,Droga Raia,,São Paulo,978,02330-001,Avenida Nova Cantareira,,,,,Mo-Su 09:00-24:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.4440413 -23.5129844, -46.4439339 -23.5128222, -46.4438562 -23.5128264, -46.4438668 -23.5129877, -46.4440413 -23.5129844))",pharmacy,Drogaria São Paulo,Q5308184,yes,no,pharmacy,Drogaria São Paulo,,São Paulo,1840,,Avenida Pires do Rio,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.4785255 -23.5380913, -46.4785129 -23.5381397, -46.4785694 -23.5381534, -46.4785833 -23.5381054, -46.4785255 -23.5380913))",pharmacy,,,,,pharmacy,Nitra Farmacia de Manipulação,,São Paulo,635,,Avenida Águia de Haia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5270605 -23.5220145, -46.5270403 -23.5221643, -46.5269429 -23.5221548, -46.5269561 -23.5220501, -46.5270605 -23.5220145))",pharmacy,Drogasil,Q5308185,,,pharmacy,Drogasil,yes,São Paulo,1950,,Avenida Amador Bueno da Veiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6931396 -23.5680047, -46.6930478 -23.568058, -46.6930319 -23.5679732, -46.6930764 -23.5679234, -46.693122 -23.5678722, -46.6931396 -23.5680047))",pharmacy,Pague Menos,Q7124466,yes,,pharmacy,Pague Menos,,São Paulo,1116,01451-001,Avenida Brigadeiro Faria Lima,,,,,,,,,pt:Pague Menos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6066851 -23.4871076, -46.6066033 -23.4870639, -46.6065952 -23.4870612, -46.6065901 -23.4870615, -46.6065093 -23.4871352, -46.6065614 -23.487185, -46.6065814 -23.4872035, -46.6066851 -23.4871076))",pharmacy,Drogasil,Q5308185,,,pharmacy,Drogasil,yes,São Paulo,3360,02242-001,Avenida General Ataliba Leonel,BR,SP,+55 11 2209-0089;+55 11 2209-0485,http://www.drogasil.com.br/,Mo-Su 07:00-23:00,,,,,atendimento@drogasil.com.br,,,Drogasil,,Parada Inglesa,,,,,,,,,,,,4,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silver,,,flat,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6263112 -23.5030742, -46.6263099 -23.5031338, -46.6262161 -23.5031387, -46.6262156 -23.5030772, -46.6263112 -23.5030742))",pharmacy,Farma Conde,Q100492677,yes,no,pharmacy,Farma Conde,,São Paulo,1948,02010-600,Rua Voluntários da Pátria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.521993 -23.6057299, -46.5219817 -23.6057405, -46.5221157 -23.6058736, -46.5221565 -23.6058321, -46.5220201 -23.6057046, -46.521993 -23.6057299))",pharmacy,Drogasil,Q5308185,,,pharmacy,Drogasil,yes,São Paulo,5683,,Avenida do Oratório,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6527588 -23.5329543, -46.6527118 -23.5330117, -46.6526408 -23.5329651, -46.6526882 -23.5329092, -46.6527588 -23.5329543))",pharmacy,,,,,pharmacy,Poupa Mais,,São Paulo,873,01218-012,Alameda Eduardo Prado,,,,,,,,,,,,,,,Campos Elíseos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6643628 -23.522227, -46.6642748 -23.522241, -46.6642833 -23.5222918, -46.6643721 -23.5222778, -46.6643628 -23.522227))",pharmacy,,,,,pharmacy,Farma o Imperador,,São Paulo,268 L3,01141-020,Rua Quirino dos Santos,,,,,,,+55 11 3392-5650,,,,,,,,Barra Funda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6758314 -23.4601814, -46.6757923 -23.4602819, -46.6757283 -23.4602632, -46.6757733 -23.4601653, -46.6758314 -23.4601814))",pharmacy,,,,,pharmacy,Promofarma,,São Paulo,153,02870-000,Rua São Gonçalo do Abaeté,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.638983 -23.6182005, -46.6389909 -23.6182389, -46.6389866 -23.6182515, -46.63895 -23.6182607, -46.6389404 -23.6182074, -46.638983 -23.6182005))",pharmacy,,,,,pharmacy,Ultrafarma,,São Paulo,1581,04045-002,Avenida Jabaquara,,,,,,,,,,,,,Sidney Oliveira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6390125 -23.6185506, -46.6390296 -23.6186436, -46.6390817 -23.6186302, -46.6390611 -23.6185374, -46.6390125 -23.6185506))",pharmacy,,,,no,pharmacy,Ultrafarma,,São Paulo,1625,04045-003,Avenida Jabaquara,,,,,,,,https://www.ultrafarma.com.br/,,,,,Sidney Oliveira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6394126 -23.6183373, -46.6394015 -23.6182809, -46.6393315 -23.6182918, -46.6393401 -23.6183321, -46.6393618 -23.6183476, -46.6394126 -23.6183373))",pharmacy,,,yes,no,pharmacy,Ultrafarma Popular,,São Paulo,1599,04046-300,Avenida Jabaquara,,,,,Mo-Su 09:00-21:00,,,https://www.ultrafarmapopular.com.br/,,,,,Ultrafarma,,Saúde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,,,,,,,,,,,
"POLYGON ((-46.63925 -23.6178772, -46.6392609 -23.6179296, -46.639284 -23.6179471, -46.639316 -23.6179408, -46.6392984 -23.6178686, -46.63925 -23.6178772))",pharmacy,,,,,pharmacy,Ultrafitness,,São Paulo,1560,,Avenida Jabaquara,BR,,,https://www.ultrafitness.com.br/,,2023-08-23,,https://www.ultrafitness.com.br/,,,,,,,Saúde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-23,yes,,,,,,,,no,no,,,yes,,,,,,,,,,,,,,,,,,,,,,,,2024-10-04,,,,,,,,,,,
"POLYGON ((-46.6392533 -23.6176756, -46.6392681 -23.6177439, -46.6392239 -23.6177525, -46.6392096 -23.6176837, -46.6392533 -23.6176756))",pharmacy,,,,,pharmacy,Ultrafarma,,São Paulo,1532,,Avenida Jabaquara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6591683 -23.4794958, -46.6591933 -23.4796512, -46.6590986 -23.4796659, -46.6590716 -23.4795095, -46.6591683 -23.4794958))",pharmacy,,,,,pharmacy,Rede Popular,,São Paulo,3432,,Avenida Imirim,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6564465 -23.4806165, -46.6564606 -23.4806316, -46.6565992 -23.4807351, -46.6565775 -23.4807617, -46.6565233 -23.4808282, -46.6562976 -23.4806825, -46.6563481 -23.4805935, -46.656435 -23.4805745, -46.6564345 -23.4805972, -46.6564401 -23.4806062, -46.6564465 -23.4806165))",pharmacy,Drogaria São Paulo,Q5308184,,,pharmacy,Drogaria São Paulo,,São Paulo,3115,,Avenida Imirim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6249976 -23.5030331, -46.6250376 -23.5030298, -46.6250447 -23.5030807, -46.6250045 -23.5030876, -46.625002 -23.5030508, -46.6250019 -23.5030495, -46.6249982 -23.5030496, -46.6249976 -23.5030331))",pharmacy,,,,,pharmacy,Ultrafarma Popular,,São Paulo,3141,02031-200,Avenida Cruzeiro do Sul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6249934 -23.5029089, -46.6250224 -23.5029086, -46.6250226 -23.5029778, -46.6249958 -23.5029789, -46.6249934 -23.5029089))",pharmacy,,,,,pharmacy,Poupafarma,,São Paulo,3157,02031-200,Avenida Cruzeiro do Sul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6499959 -23.5518587, -46.649917 -23.5518356, -46.6498779 -23.5519384, -46.6498725 -23.5519525, -46.6498516 -23.5520062, -46.6499315 -23.5520324, -46.6499959 -23.5518587))",pharmacy,,,yes,yes,pharmacy,Órion Farmácia de Manipulação,yes,São Paulo,226,01307-000,Rua Frei Caneca,,,,,Mo-Fr 08:00-18:00,2023-08-02,+55 11 3544-5500,https://orionlab.com.br/,,,+55 11 9 4736-0102,,,,Consolação,,,yes,yes,yes,,,,,,,,,,,atendimento@orionlab.com.br,,,yes,yes,,,,yes,,yes,yes,yes,,,,,,,,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-09-17,,https://www.facebook.com/OrionLab,yes,Q1303150,pt:Medicamento manipulado,,,,,,,
"POLYGON ((-46.6260389 -23.6033892, -46.6259752 -23.6034028, -46.6259524 -23.603312, -46.6260175 -23.6032993, -46.6260389 -23.6033892))",pharmacy,Drogaria São Paulo,Q5308184,,,pharmacy,Drogaria São Paulo,,São Paulo,3294,04123-020,Avenida Doutor Ricardo Jafet,BR,SP,+55 11 5071-5236;11 5594-0226;0800 779 8767,http://www.drogariasaopaulo.com.br,24/7,,,,en:Grupo DPSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.587143 -23.5749711, -46.5870915 -23.5749652, -46.5871004 -23.5748896, -46.5871512 -23.5748944, -46.587143 -23.5749711))",pharmacy,Drogasil,Q5308185,,,pharmacy,Drogasil,yes,São Paulo,2885A,03115-001,Avenida Paes de Barros,BR,SP,+55 11 2061-7336;+55 11 2061-7995,http://www.drogasil.com.br/,24/7,,,,pt:Drogasil,atendimento@drogasil.com.br,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6264387 -23.5064634, -46.6264372 -23.5065472, -46.6263479 -23.5065457, -46.6263514 -23.5064814, -46.6263776 -23.506463, -46.6264387 -23.5064634))",pharmacy,,,yes,,pharmacy,Drogaria Pharmais,,São Paulo,1475,02011-300,Rua Voluntários da Pátria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.648968 -23.5326519, -46.6488518 -23.5325807, -46.6487947 -23.532654, -46.6489115 -23.5327274, -46.648968 -23.5326519))",pharmacy,Pague Menos,Q7124466,,,pharmacy,Pague Menos,,São Paulo,1036,01202-002,Alameda Barão de Limeira,,,,,,,,,,,,,,,Campos Elíseos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6554292 -23.5335804, -46.6554878 -23.5336563, -46.6555319 -23.5336312, -46.6554675 -23.5335541, -46.6554292 -23.5335804))",pharmacy,,,yes,,pharmacy,Drogarias Ultra Popular,,São Paulo,328,01150-010,Praça Marechal Deodoro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6571357 -23.53323, -46.6570594 -23.5331402, -46.6569704 -23.5332001, -46.6570354 -23.5332967, -46.6571357 -23.53323))",pharmacy,,,yes,,pharmacy,Promofarma,,São Paulo,25,01150-001,Avenida General Olímpio da Silveira,,,,,Mo-Su 08:00-22:00,,,,,,,,,,Santa Cecília,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6604407 -23.5348583, -46.6603969 -23.5348774, -46.6603944 -23.5348785, -46.6603521 -23.534796, -46.6601995 -23.5348616, -46.6602301 -23.5349223, -46.6602416 -23.5349451, -46.6602839 -23.5350275, -46.660483 -23.5349407, -46.6604407 -23.5348583))",pharmacy,Drogaria São Paulo,Q5308184,,,pharmacy,Drogaria São Paulo,,São Paulo,980,,Rua Conselheiro Brotero,,,,,24/7,,,,,,,,,,Santa Cecilia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6581221 -23.5389138, -46.6581061 -23.5388609, -46.6579998 -23.5389104, -46.6580064 -23.5389326, -46.6580143 -23.5389593, -46.6581221 -23.5389138))",pharmacy,,,no,,pharmacy,Drogaria Lins,,São Paulo,1026,01230-000,Rua Doutor Albuquerque Lins,,,,,,,,,,,,,,,Santa Cecília,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
